182776.57003, 3,  -0.940,  7.718,  5.699
182776.59021, 3,  -0.830,  8.087,  5.010
182776.61038, 3,  -0.444,  7.920,  5.392
182776.63055, 3,  -0.599,  8.172,  4.913
182776.65073, 3,  -0.434,  7.893,  5.432, 5,   3.870,-22.328,-15.805
182776.67090, 3,   0.039,  8.087,  5.098
182776.69104, 3,  -0.095,  7.790,  5.407
182776.71121, 3,  -0.395,  7.879,  5.301, 5,   2.847,-22.667,-16.486
182776.73138, 3,  -0.978,  7.849,  5.437
182776.75156, 3,  -1.254,  7.756,  5.270, 4,   0.011, -0.103, -0.130, 81, 285.324,-55.732, -4.055, 82,   0.187, -0.045,  0.010, 83,  -0.693,  8.084,  5.508, 84,   0.352,  0.308,  0.523
182776.77173, 3,  -0.945,  7.861,  5.338, 5,   2.580,-22.208,-16.490
182776.79190, 3,  -1.013,  8.074,  5.051
182776.81207, 3,  -1.169,  7.861,  5.277, 4,   0.008, -0.118, -0.130, 81, 293.286,-55.920, -4.760, 82,  -0.278,  0.012, -0.115, 83,  -0.814,  8.094,  5.476, 84,   0.371,  0.288,  0.469
182776.83224, 3,  -1.563,  8.046,  4.743
182776.85242, 1,  51.449951,  -2.593844,  56.5, 3,  -1.215,  8.222,  5.059, 5,   2.205,-23.332,-16.209, 6,  3978959.158, -180255.071, 4964938.431, 7,  0.000, 0.000, 0.000, 8, 1548594232000
182776.87244, 3,  -1.187,  8.371,  4.533, 4,   0.016, -0.140, -0.124, 5,   2.982,-22.873,-16.270, 81, 306.508,-56.334, -5.456, 82,  -0.407,  0.127, -0.246, 83,  -0.932,  8.125,  5.412, 84,   0.402,  0.250,  0.376
182776.89288, 3,  -1.144,  8.366,  4.834
182776.91290, 3,  -1.433,  8.327,  3.866
182776.93320, 3,  -2.487,  8.703,  5.431
182776.95322, 3,  -2.249,  8.294,  4.629, 4,   0.002, -0.057,  0.068, 5,   2.852,-22.632,-16.655, 81, 343.821,-57.965, -6.358, 82,  -0.883,  0.430, -0.525, 83,  -1.086,  8.262,  5.170, 84,   0.472,  0.116,  0.096
182776.97354, 3,  -1.092,  8.486,  3.503
182776.99368, 3,  -3.195,  8.536,  4.569
182777.01370, 3,  -2.639,  8.675,  4.090, 4,   0.013, -0.066,  0.213, 5,   2.429,-23.405,-16.087, 81, 358.362,-58.899, -6.406, 82,  -0.954,  0.663, -0.777, 83,  -1.094,  8.345,  5.034, 84,   0.490,  0.056, -0.015
182777.03403, 3,  -0.243,  9.306,  3.806
182777.05405, 3,  -0.616,  8.750,  4.189
182777.07440, 3,  -0.291,  8.828,  3.776
182777.09442, 3,  -1.687,  8.871,  3.243, 4,   0.034, -0.212,  0.131, 5,   0.928,-24.084,-16.214, 81,   0.034,-59.791, -5.698, 82,   0.088,  0.562, -1.070, 83,  -0.974,  8.433,  4.910, 84,   0.498,  0.043, -0.025
182777.11472, 3,  -1.791,  8.752,  3.442
182777.13474, 3,   0.930,  9.174,  4.256
182777.15503, 3,   1.367,  9.240,  2.602
182777.17505, 3,  -0.077,  8.165,  3.631, 4,  -0.062,  0.015,  0.311, 81, 356.334,-60.814, -4.342, 82,   0.895,  0.705, -1.230, 83,  -0.743,  8.537,  4.768, 84,   0.504,  0.049,  0.008
182777.19534, 3,  -1.548,  9.578,  4.237
182777.21536, 3,  -0.122,  9.114,  3.337
182777.23566, 3,   0.792,  8.386,  3.771
182777.25568, 3,   0.341, 10.049,  2.422, 4,   0.031,  0.254,  0.490, 5,   0.748,-24.847,-16.829, 81, 358.695,-61.984, -2.463, 82,  -0.170,  0.481, -0.772, 83,  -0.421,  8.649,  4.602, 84,   0.515,  0.024, -0.001
182777.27600, 3,   0.188,  8.089,  5.372
182777.29611, 3,  -0.227,  9.353,  3.527
182777.31613, 3,   0.343,  8.788,  4.037, 4,  -0.031,  0.429,  0.598, 5,   1.604,-25.047,-16.774, 81, 353.988,-62.133, -0.958, 82,   0.750,  0.096, -0.365, 83,  -0.164,  8.668,  4.583, 84,   0.515,  0.034,  0.041
182777.33649, 3,   1.650,  7.590,  4.794
182777.35651, 3,   0.425,  9.782,  4.645
182777.37683, 3,  -0.219,  8.950,  1.243
182777.39685, 3,   1.976,  5.897,  7.361, 4,  -0.091,  0.467,  0.414, 5,   2.055,-24.007,-16.963, 81, 348.237,-62.219,  0.288, 82,   0.679, -0.263, -0.047, 83,   0.166,  8.693,  4.535, 84,   0.514,  0.051,  0.089
182777.41714, 3,   0.537, 11.810,  2.309
182777.43716, 3,   0.988,  8.146,  5.407
182777.45752, 3,   0.176,  8.450,  2.631
182777.47754, 3,  -0.970,  9.890,  3.781, 4,   0.101,  0.100,  0.026, 5,   1.968,-23.232,-16.368, 81, 345.172,-62.449,  0.969, 82,   0.405,  0.955, -0.993, 84,   0.515,  0.060,  0.115
182777.49783, 3,  -0.037,  9.855,  2.061
182777.51785, 3,  -0.692,  8.113,  3.403
182777.53818, 3,  -1.339, 12.112,  0.588
182777.55820, 3,   0.779, 10.278,  4.166, 4,  -0.188,  0.181,  0.182, 5,   2.118,-23.584,-17.059, 81, 347.966,-63.882,  0.767, 82,  -0.347,  2.048, -2.560, 83,   0.131,  8.804,  4.317, 84,   0.527,  0.050,  0.092
182777.57852, 3,  -0.093,  9.747,  0.308
182777.59860, 3,  -2.029, 10.003,  4.098
182777.61862, 3,  -0.520, 12.192,  0.885, 4,  -0.015,  0.141,  0.197, 5,   1.733,-23.135,-16.087, 81, 348.090,-64.208,  1.097, 82,  -0.182,  0.725, -0.895, 83,   0.188,  8.828,  4.266, 84,   0.529,  0.047,  0.093
182777.63901, 3,   2.558,  6.081,  4.946
182777.65903, 3,   1.395, 12.486,  4.104
182777.67935, 3,  -0.638,  8.687,  3.722
182777.69937, 3,  -0.640,  8.873,  2.067, 4,  -0.043,  0.067,  0.043, 5,   1.256,-22.461,-16.925, 81, 347.908,-64.495,  1.077, 82,  -0.143,  1.256, -0.881, 83,   0.184,  8.849,  4.222, 84,   0.531,  0.048,  0.094
182777.71970, 3,   2.160,  7.525,  2.549
182777.73972, 3,   1.334,  7.931,  3.904
182777.76004, 3,  -2.114,  9.206,  5.042
182777.78006, 3,  -1.126,  8.714,  6.589, 4,  -0.064,  0.112,  0.015, 5,   0.813,-22.375,-17.471, 81, 347.093,-64.301,  1.045, 82,   0.284, -0.495, -0.363, 83,   0.179,  8.835,  4.252, 84,   0.530,  0.052,  0.100
182777.80035, 3,   0.411,  8.517,  4.302
182777.82037, 3,   0.889,  6.981,  3.600
182777.84070, 3,  -1.389,  8.069,  7.832
182777.86072, 1,  51.449952,  -2.593843,  56.5, 3,  -2.186,  7.085,  4.559, 4,  -0.024,  0.219,  0.228, 5,   1.762,-22.194,-17.546, 6,  3978959.106, -180254.994, 4964938.446, 7,  0.000, 0.000, 0.000, 8, 1548594233000, 81, 345.202,-62.798,  1.296, 82,  -0.707, -1.447,  1.409, 83,   0.222,  8.720,  4.482, 84,   0.518,  0.058,  0.116
182777.88104, 3,   2.109,  6.192,  5.037
182777.90106, 3,  -3.037, 10.404,  9.386
182777.92136, 3,   1.661,  1.725,  9.920
182777.94138, 3,  -2.232,  7.983,  7.927, 4,  -0.045,  0.034,  0.048, 5,   3.174,-23.857,-17.772, 81, 343.985,-61.850,  1.175, 82,  -1.401, -1.802,  4.526, 83,   0.201,  8.645,  4.626, 84,   0.510,  0.063,  0.125
182777.96170, 3,  -0.739,  9.256,  4.494
182777.98172, 3,  -0.884,  6.762,  6.149
182778.00204, 3,  -0.540,  9.019,  5.628
