182604.67431, 3,   0.298, -0.256,  9.851, 4,  -0.179,  0.088, -0.109
182604.69451, 3,   0.950, -0.071,  9.716
182604.71463, 3,   1.172,  0.104,  9.100
182604.73483, 3,  -0.046, -0.562,  9.060
182604.75497, 3,   1.896, -0.517, 10.076, 4,  -0.293,  0.053,  0.093, 5,  -8.589,  2.075,-35.944, 81,  71.233,  1.087,  4.258, 82,   0.367, -0.137,  0.313, 83,   0.728, -0.186,  9.778, 84,  -0.029, -0.025, -0.582
182604.77517, 3,   0.944, -0.956, 10.533
182604.79531, 3,   1.297, -0.283,  9.145
182604.81549, 1,  51.450993,  -2.593625,  60.5, 3,   0.756, -0.866, 10.126, 4,  -0.047,  0.118, -0.021, 5,  -8.862,  2.075,-36.287, 6,  3978871.780, -180235.858, 4965013.761, 7,  0.000, 0.000, 0.000, 8, 1548594060000, 81,  75.203,  2.951,  4.852, 82,  -0.251, -0.088,  0.150, 83,   0.829, -0.503,  9.759, 84,  -0.046, -0.018, -0.610
182604.83569, 3,   0.210, -0.408,  9.476
182604.85580, 3,   0.753, -0.488,  9.905
182604.87600, 3,   0.447, -0.466,  9.536
182604.89614, 3,  -0.037, -0.523,  9.683, 4,  -0.010,  0.113, -0.109, 81,  78.661,  3.178,  3.836, 82,  -0.347, -0.081, -0.110, 83,   0.656, -0.542,  9.770, 84,  -0.043, -0.008, -0.634
182604.91635, 3,   0.493, -0.861,  9.410
182604.93649, 3,   1.096, -0.620,  9.604
182604.95669, 3,   0.348, -1.087,  9.726
182604.97683, 3,  -0.432, -0.990,  9.488, 4,  -0.085,  0.057, -0.622, 5,  -0.334, 18.097,-22.786, 81,  82.702,  3.642,  3.292, 82,  -0.219, -0.285, -0.040, 83,   0.563, -0.622,  9.771, 84,  -0.043, -0.001, -0.661
182604.99704, 3,   0.658, -1.416,  9.983
182605.01718, 3,   0.944, -0.682,  9.343
182605.03732, 3,   0.679, -1.614,  9.772, 4,   0.005,  0.181, -0.289, 5,  -7.231, -1.971,-37.285, 81,  95.839,  6.564,  1.359, 82,  -1.544, -2.156,  0.216, 83,   0.233, -1.121,  9.740, 84,  -0.047,  0.035, -0.741
182605.05749, 3,  -0.869, -4.499,  8.255
182605.07763, 3,  -0.885, -3.451, 12.487
182605.09787, 3,  -2.183, -1.865,  8.985
182605.11798, 3,  -1.755, -5.638,  9.990, 4,  -0.095,  0.143,  0.161, 5,  -5.553, -1.781,-37.396
182605.13818, 3,  -1.931, -2.945,  8.857
182605.15832, 3,  -3.082, -4.969, 10.495
182605.17849, 3,  -2.378, -3.110,  8.108
182605.19863, 3,   0.715, -5.807, 11.086, 4,   0.066, -0.002,  0.029, 5,  -5.446, -1.884,-37.633, 81, 115.463, 10.696, -1.078, 82,  -0.299, -2.335, -0.778, 83,  -0.185, -1.820,  9.635, 84,  -0.042,  0.084, -0.841
182605.21887, 3,   0.215, -3.534,  7.309
182605.23901, 3,  -0.631, -5.002, 10.335
182605.25921, 3,   0.116, -4.170,  7.772
182605.27932, 3,   0.743, -3.148, 10.497, 4,  -0.032,  0.000, -0.378, 5,  -6.360, -2.042,-37.631, 81, 124.528, 12.092, -0.668, 82,   0.190, -2.049, -0.068, 83,  -0.114, -2.054,  9.588, 84,  -0.044,  0.096, -0.880
182605.29953, 3,   0.176, -2.983, 10.245
182605.31970, 3,  -0.546, -5.312, 13.094
182605.33987, 3,  -2.462, -3.654,  6.502, 4,   0.028, -0.011, -0.148, 5,  -6.213, -1.840,-36.385, 81, 128.712, 13.781, -1.418, 82,  -1.150, -0.794, -0.080, 83,  -0.243, -2.335,  9.521, 84,  -0.041,  0.113, -0.894
182605.36007, 3,  -1.056, -5.085,  7.527
182605.38018, 3,  -0.875, -1.675, 13.696
182605.40036, 3,  -2.254, -2.698,  7.384
182605.42047, 3,  -3.271, -4.384,  5.786, 4,  -0.096, -0.038,  0.175, 5,  -7.155, -0.137,-36.444, 82,  -0.464, -0.222,  0.557
