-5.141437,5.2428246
-4.3589473,5.552888
-4.1279197,5.5918694
-3.921926,5.8772564
-3.774941,5.9788227
-3.9444566,6.04105
-3.9301515,6.391883
-3.8080215,6.5817833
-3.8001537,6.577134
-3.6234856,6.7698956
-3.570199,7.087469
-3.478825,6.396532
-3.6676526,5.974889
-3.7543774,5.8443546
-3.8003325,5.9165955
-3.9703846,5.9548616
-3.9204955,5.741
-3.9587617,5.591154
-4.180312,5.5099726
-4.277408,5.463481
-4.3453574,5.498886
-4.405439,5.9537888
-4.3589473,6.498456
-4.0982366,6.7863464
-4.0344,6.8689585
-4.113257,5.5725574
-4.479289,4.7979355
-4.7990084,4.984617
-4.9629807,5.6705475
-4.483044,5.814314
-4.444599,5.506754
-4.3714643,5.5496693
-4.602492,5.896926
-4.8006177,6.357193
-4.61179,6.4337254
-4.478216,6.2817335
-4.382193,6.1866045
-4.39167,6.272435
-4.1760206,6.339669
-4.28617,6.0846806
-4.7026277,5.9791803
-4.7208667,6.4787865
-4.8567653,6.739497
-4.77916,6.8353415
-4.434049,7.148266
-4.2126775,5.8865547
-4.215896,4.914522
-4.0109754,4.5615435
-4.2076707,4.332304
-4.5241714,4.3981075
-4.6142936,4.9921274
-4.9880147,5.8636665
-5.166292,6.8256855
-4.810095,7.7404976
-4.6173334,7.663965
-4.675269,6.5567493
-4.2078495,5.5299997
-4.2520165,4.4510365
-4.577458,3.8473606
-4.352331,3.9188862
-4.84854,4.3358803
-5.3245425,4.9159527
-5.2084923,5.155921
-4.7423244,5.2685738
-4.5635104,4.885912
-4.8596263,4.134178
-4.6818852,4.2493343
-4.82136,4.720688
-5.2286983,5.6022406
-5.026996,6.631136
-4.9719214,6.960869
-5.360484,6.5785646
-5.365312,6.4115524
-4.9633384,6.472707
-4.8392415,6.074667
-4.5452714,5.4023266
-4.4758916,4.5894384
-4.8642755,3.779769
-5.0284266,3.7332773
-5.0784945,4.2078495
-5.1620007,5.486369
-5.5140853,6.2248707
-4.9218535,6.1604977
-4.8517585,5.870104
-4.511118,5.6226254
-4.3317676,5.021453
-4.4392347,4.353404
-4.4412017,4.3308735
-4.8807263,4.7335625
-5.0806403,5.69129
-5.0446987,6.4795017
-5.275905,6.7766905
-4.9077272,6.9515705
-4.5692325,6.6404343
-4.5924783,5.8894157
-4.415095,5.0672293
-4.7670007,5.2206516
-5.2467585,5.347252
-5.284846,5.8858395
-5.016446,6.4895153
