182350.83038, 3,  -0.289, -0.488,  9.743
182350.85062, 3,   0.099, -0.600, 10.303
182350.87070, 3,  -0.078, -0.232,  9.550
182350.89093, 3,   0.362, -0.037,  8.945
182350.91101, 1,  51.451034,  -2.593744,  58.8, 3,  -0.574, -1.650, 10.561, 5,   7.773, 23.521,-31.166, 6,  3978866.790, -180243.934, 4965015.247, 7,  0.000, 0.000, 0.000, 8, 1548593806000
182350.93124, 3,   0.082, -0.486,  9.253
182350.95139, 3,  -0.018, -0.810,  9.853
182350.97141, 3,  -0.283, -0.803,  9.394, 4,   0.064, -0.003,  0.032, 5,   7.715, 24.210,-29.774, 81, 340.034,  3.615, -0.120, 82,  -0.149, -0.366,  0.144, 83,  -0.021, -0.618,  9.787, 84,  -0.031, -0.004,  0.173
182350.99182, 3,  -0.288, -1.115, 10.099
182351.01184, 3,  -0.229, -0.701,  9.278
182351.03223, 3,  -0.284, -1.507, 10.140
182351.05225, 3,  -0.603, -0.510,  9.103, 4,   0.043,  0.005,  0.063, 81, 340.628,  4.213, -0.958, 82,  -0.413, -0.381, -0.018, 83,  -0.164, -0.720,  9.779, 84,  -0.038,  0.002,  0.168
182351.07245, 3,  -0.843, -1.280,  9.922
182351.09247, 3,  -0.331, -0.350,  9.459
182351.11279, 3,  -0.327,  0.200,  9.992
182351.13281, 3,  -1.233,  0.054,  8.674, 4,   0.146,  0.006,  0.033, 5,   7.582, 22.856,-31.400, 81, 341.579,  3.027, -1.540, 82,  -0.370,  0.480, -0.297, 83,  -0.264, -0.518,  9.789, 84,  -0.028,  0.009,  0.160
182351.15311, 3,  -0.248, -1.743, 10.318
182351.17322, 3,  -1.072, -0.209,  9.180
182351.19324, 3,  -1.413,  0.393, 10.242, 4,   0.077,  0.019, -0.129, 5,   5.536, 23.370,-32.108, 81, 342.930,  2.810, -2.209, 82,  -0.536, -0.043,  0.200, 83,  -0.378, -0.480,  9.788, 84,  -0.027,  0.015,  0.149
182351.21362, 3,  -1.411,  0.054,  9.432
182351.23364, 3,  -2.117, -0.532,  9.205
182351.25397, 3,  -2.848, -1.090,  9.762
182351.27399, 3,  -2.877, -0.368,  9.956, 4,   0.154, -0.015,  0.126, 5,   6.947, 23.099,-31.784, 81, 345.852,  2.580, -3.726, 82,  -1.494, -0.086, -0.214, 83,  -0.637, -0.441,  9.776, 84,  -0.026,  0.029,  0.124
182351.29428, 3,  -3.120,  1.172,  9.574
182351.31439, 3,  -3.632,  1.656, 10.176
182351.33441, 3,  -3.089,  2.871,  9.237, 5,   4.968, 23.053,-30.383, 81, 348.450,  1.156, -5.576, 82,  -2.261,  1.016,  0.190, 83,  -0.953, -0.197,  9.758, 84,  -0.015,  0.047,  0.101
182351.35480, 3,  -3.003,  1.071,  9.896
182351.37482, 3,  -2.213,  0.751, 10.047
182351.39514, 3,  -2.684,  1.480,  9.613
182351.41516, 3,  -3.231,  2.465,  8.949, 4,  -0.007, -0.047,  0.254, 5,   5.196, 23.984,-29.916, 81, 350.495, -1.655, -7.319, 82,  -1.497,  1.840, -0.211, 83,  -1.249,  0.281,  9.723, 84,   0.009,  0.065,  0.082
182351.43549, 3,  -2.313,  2.414,  9.898
182351.45551, 3,  -2.355,  0.825,  9.013
182351.47583, 3,  -1.706, -0.397,  9.328
182351.49585, 3,  -3.047,  0.728,  9.784, 4,  -0.118, -0.042,  0.357, 5,   8.308, 23.769,-28.290, 81, 350.321, -1.488, -7.770, 82,  -1.049,  0.134, -0.298, 83,  -1.326,  0.252,  9.713, 84,   0.007,  0.069,  0.083
182351.51614, 3,  -3.811,  0.612,  8.569
182351.53616, 3,  -1.970,  0.943,  8.067
182351.55649, 3,  -1.881,  0.889, 10.788
182351.57651, 3,  -2.972,  0.707, 10.462, 4,  -0.186, -0.098,  0.207, 5,   6.709, 22.975,-28.156, 81, 350.433, -1.063, -8.025, 82,  -1.008,  0.206, -0.280, 83,  -1.369,  0.180,  9.709, 84,   0.003,  0.070,  0.083
182351.59680, 3,  -2.930,  0.265,  9.164
182351.61682, 3,  -0.059, -0.071,  9.755
182351.63715, 3,  -1.903, -3.634, 10.414
182351.65717, 3,   1.150, -3.800,  9.073, 4,  -0.253,  0.015, -0.138, 5,   7.655, 23.997,-26.582, 81, 350.537,  1.787, -7.854, 82,   0.504, -2.912,  0.083, 83,  -1.340, -0.303,  9.710, 84,  -0.021,  0.067,  0.083
182351.67752, 3,  -1.743, -2.207,  9.798
182351.69754, 3,   0.336, -1.754, 11.234
182351.71783, 3,  -0.053, -1.522,  5.744
182351.73785, 3,  -2.699, -2.949, 11.727, 4,  -0.106,  0.033, -0.379, 5,   8.186, 24.294,-28.769, 81, 351.414,  3.000, -7.710, 82,   0.505, -1.569, -0.098, 83,  -1.316, -0.509,  9.705, 84,  -0.031,  0.065,  0.076
182351.75818, 3,   0.279, -1.326, 11.842
182351.77820, 3,  -1.387,  0.920,  6.968
182351.79852, 3,  -3.313,  0.555, 13.719
