181988.97378, 3,   0.019,  0.004,  9.181
181988.99393, 3,  -0.151, -0.410,  9.538
181989.01407, 3,   0.445, -0.549,  9.581
181989.03424, 3,   0.883, -0.621,  9.798
181989.05442, 3,   0.888, -0.185,  9.650
181989.07459, 3,   0.271,  0.045,  9.723, 5,  -1.463, 22.015,-22.144
181989.09470, 3,   0.152, -0.013,  9.726
181989.11487, 3,   0.456, -0.176,  9.889
181989.13504, 3,   0.676,  0.181,  9.620, 5,  -1.140, 21.913,-21.773
181989.15522, 3,   0.456,  0.139,  9.908
181989.17539, 3,   0.354, -0.043,  9.675, 4,   0.008,  0.002,  0.125, 81,   0.630,  1.971,  2.563, 82,   0.095,  0.382,  0.111, 83,   0.439, -0.337,  9.791, 84,  -0.017, -0.022, -0.006
181989.19556, 3,   0.560, -0.193,  9.513, 5,  -1.302, 21.861,-21.982
181989.21558, 3,   0.569, -0.366,  9.593, 4,   0.009,  0.003,  0.059, 5,  -0.682, 22.353,-21.809, 81,   0.331,  1.762,  2.646, 82,   0.047,  0.097, -0.076, 83,   0.453, -0.301,  9.792, 84,  -0.015, -0.023, -0.003
181989.23603, 3,   0.992, -0.525,  9.545
181989.25605, 3,   1.362, -0.592, 10.086
181989.27637, 3,   1.058, -0.286,  9.649
181989.29639, 3,   0.701, -0.373,  9.699, 4,   0.016,  0.003,  0.080, 5,   0.555, 19.710,-24.178, 81, 359.098,  1.926,  3.440, 82,   0.555, -0.142,  0.072, 83,   0.588, -0.329,  9.783, 84,  -0.017, -0.030,  0.007
181989.31671, 3,   0.380, -0.229,  9.576
181989.33673, 3,   0.615, -0.409,  9.734
181989.35706, 3,   0.808, -0.113,  9.648
181989.37708, 3,   0.344, -0.159,  9.728, 4,   0.023,  0.030,  0.102, 5,  -2.173, 20.251,-21.466, 81, 358.553,  1.708,  3.124, 82,  -0.071,  0.163, -0.023, 83,   0.535, -0.292,  9.788, 84,  -0.015, -0.027,  0.012
181989.39737, 3,   0.221, -0.105,  9.605
181989.41739, 3,   0.627, -0.284,  9.670
181989.43775, 3,   0.619, -0.384,  9.673
