-7.2496533,2.8867722
-9.54777,0.65875053
-12.595118,-0.23084879
-14.921308,-0.67180395
-16.277254,-0.86706877
-17.031134,-1.013875
-17.41898,-1.1487007
-17.593325,-1.2323856
-17.653763,-1.3110638
-17.749607,-1.432836
-17.772139,-1.4176369
-17.750858,-1.3439655
-17.70866,-1.2937188
-17.77786,-1.3098121
-17.827929,-1.2978315
-17.792343,-1.2162924
-17.797888,-0.98758936
-17.838657,-0.7225871
-17.880499,-0.4082322
-17.87299,-0.21457672
-17.842234,-0.16057491
-17.775,-0.18131733
-17.702044,-0.3080964
-17.669142,-0.42808056
-17.611563,-0.7234812
-17.579376,-0.9841919
-17.5606,-1.2491941
-17.626226,-1.4746785
-17.778397,-1.5615821
-17.944157,-1.0260344
-17.980278,-0.58972836
-17.90446,-0.46777725
-17.690777,-0.6778836
-17.497658,-1.0739565
-17.439901,-1.5195608
-17.584206,-1.7691851
-17.843664,-1.7852783
-17.975807,-1.5696287
-17.907501,-1.1812449
-17.757654,-0.9305477
-17.70705,-0.8622408
-17.838657,-0.92697144
-17.989576,-0.9498596
-17.978848,-0.8929968
-17.877817,-0.82987547
-17.992794,-0.70273876
-18.01139,-0.44095516
-17.893373,-0.2580285
-17.67558,-0.50747395
-17.489254,-1.0821819
-17.4492,-1.6574264
-17.578304,-1.9939542
-17.849743,-1.8680692
-18.052519,-1.482904
-18.066824,-0.97310543
-18.062532,-0.64462423
-17.976522,-0.3168583
-18.065035,-0.21028519
-18.271387,-0.14859438
-18.313587,-0.22315979
-18.083275,-0.37515163
-17.778933,-0.5443096
-17.692566,-0.63622
-18.330395,-0.41359663
-18.336832,-0.15413761
-17.518938,-0.30738115
-17.31348,-1.1276007
-17.82006,-1.8104911
-18.351316,-1.9217134
-18.45789,-1.2803078
-17.969013,-0.9765029
-17.438293,-0.9738207
-17.335833,-1.1410117
-17.735123,-1.4383793
-18.375635,-1.4410615
-18.678724,-1.4972091
-18.24993,-1.6919374
-18.070042,-1.7877817
-17.276823,-1.8399954
-17.512857,-2.0175576
-18.341303,-1.7580986
-17.350853,-1.4183521
-16.904354,-1.6121864
-17.413975,-1.6393661
-18.251537,-1.3486147
-18.409073,-1.0997057
-17.92556,-0.785172
-17.264664,-1.0970235
-17.163813,-1.9079447
-17.595827,-2.7260184
-18.229902,-2.5961995
-18.253326,-1.7287731
-17.918945,-0.7277727
-17.807722,-0.28824806
-17.88944,-0.40483475
-18.140316,-0.5925894
-18.26781,-0.7477999
-18.061817,-0.8915663
-17.513573,-1.1075735
-17.722786,-0.7545948
-17.68738,-0.857234
-17.568827,-0.90140104
-17.33905,-1.1529922
-17.273785,-1.191616
-17.551125,-1.0478497
-18.003345,-0.88208914
-18.155693,-1.0129809
-17.895878,-1.5567541
-17.472267,-2.3614168
